505506	-4.697	5.500	-2.189	
505507	-4.697	5.980	-2.179	
505522	-4.507	5.825	0.418	
505523	-4.508	5.500	0.435	
505722	-3.995	5.500	-2.163	
505723	-3.995	5.980	-2.153	
505606	-4.697	-5.500	-2.189	
505607	-4.697	-5.980	-2.179	
505622	-4.507	-5.825	0.418	
505623	-4.508	-5.500	0.435	
505822	-3.995	-5.500	-2.163	
505823	-3.995	-5.980	-2.153	
505101	0.075	0.000	-2.004	
505102	0.075	1.250	-2.004	
505103	0.075	1.450	-2.004	
505104	0.075	4.250	-2.004	
505105	0.075	4.450	-2.012	
505106	0.075	5.500	-2.012	
505107	0.075	6.350	-2.002	
505108	0.069	6.350	-1.859	
505109	0.065	6.446	-1.733	
505110	0.026	10.099	-0.706	
505111	0.024	10.292	-0.652	
505112	-0.028	11.025	0.744	
505113	-0.026	8.480	0.693	
505114	-0.027	6.011	0.719	
505115	-0.024	5.950	0.631	
505116	-0.024	5.830	0.631	
505117	-0.023	5.168	0.611	
505118	-0.026	5.094	0.699	
505119	0.000	3.856	0.000	
505120	0.000	2.224	0.000	
505121	0.000	0.975	0.000	
505130	0.001	5.940	-0.028	
505131	0.001	5.830	-0.028	
505132	0.001	5.170	-0.028	
505133	0.001	5.050	-0.033	
505134	-0.022	5.114	0.584	
505201	0.075	0.000	-2.004	
505202	0.075	-1.250	-2.004	
505203	0.075	-1.450	-2.004	
505204	0.075	-4.250	-2.004	
505205	0.075	-4.450	-2.012	
505206	0.075	-5.500	-2.012	
505207	0.075	-6.350	-2.002	
505208	0.069	-6.350	-1.859	
505209	0.065	-6.446	-1.733	
505210	0.026	-10.099	-0.706	
505211	0.024	-10.292	-0.652	
505212	-0.028	-11.025	0.744	
505213	-0.026	-8.480	0.693	
505214	-0.027	-6.011	0.719	
505215	-0.024	-5.950	0.631	
505216	-0.024	-5.830	0.631	
505217	-0.023	-5.168	0.611	
505218	-0.026	-5.094	0.699	
505219	0.000	-3.856	0.000	
505220	0.000	-2.224	0.000	
505221	0.000	-0.975	0.000	
505230	0.001	-5.940	-0.028	
505231	0.001	-5.830	-0.028	
505232	0.001	-5.170	-0.028	
505233	0.001	-5.050	-0.033	
505234	-0.022	-5.114	0.584	
506512	4.181	11.025	0.902	
506513	4.183	8.480	0.851	
506514	4.185	6.011	0.802	
506518	4.183	5.094	0.857	
506519	4.209	3.856	0.158	
506520	4.209	2.225	0.158	
506521	4.209	0.976	0.158	
506535	4.183	5.206	0.861	
506612	4.181	-11.025	0.902	
506613	4.183	-8.480	0.851	
506614	4.185	-6.011	0.802	
506618	4.183	-5.094	0.857	
506619	4.209	-3.856	0.158	
506620	4.209	-2.225	0.158	
506621	4.209	-0.976	0.158	
506635	4.183	-5.206	0.861	
506706	3.885	5.500	-1.869	
506707	3.885	5.980	-1.859	
506806	3.885	-5.500	-1.869	
506807	3.885	-5.980	-1.859	
506101	7.695	0.000	-1.713	
506102	7.695	1.250	-1.713	
506103	7.695	1.450	-1.713	
506104	7.695	4.620	-1.713	
506105	7.695	4.820	-1.726	
506106	7.695	5.500	-1.726	
506107	7.695	5.980	-1.716	
506108	7.689	5.995	-1.573	
506109	7.687	6.188	-1.519	
506110	7.647	10.099	-0.419	
506111	7.645	10.292	-0.365	
506112	7.594	11.025	1.030	
506113	7.596	8.480	0.980	
506114	7.595	6.011	1.005	
506115	7.598	5.950	0.918	
506116	7.598	5.830	0.918	
506117	7.599	5.168	0.902	
506118	7.595	5.094	0.986	
506119	7.621	3.856	0.286	
506120	7.621	2.225	0.286	
506121	7.621	0.976	0.286	
506122	7.281	5.900	9.542	
506123	7.281	5.500	9.552	
506130	7.622	5.940	0.258	
506131	7.622	5.830	0.258	
506132	7.622	5.170	0.258	
506133	7.622	5.050	0.253	
506134	7.600	5.114	0.874	
506201	7.695	0.000	-1.713	
506202	7.695	-1.250	-1.713	
506203	7.695	-1.450	-1.713	
506204	7.695	-4.620	-1.713	
506205	7.695	-4.820	-1.726	
506206	7.695	-5.500	-1.726	
506207	7.695	-5.980	-1.716	
506208	7.689	-5.995	-1.573	
506209	7.687	-6.188	-1.519	
506210	7.647	-10.099	-0.419	
506211	7.645	-10.292	-0.365	
506212	7.594	-11.025	1.030	
506213	7.596	-8.480	0.980	
506214	7.595	-6.011	1.005	
506215	7.598	-5.950	0.918	
506216	7.598	-5.830	0.918	
506217	7.599	-5.168	0.902	
506218	7.595	-5.094	0.986	
506219	7.621	-3.856	0.286	
506220	7.621	-2.225	0.286	
506221	7.621	-0.976	0.286	
506222	7.281	-5.900	9.542	
506223	7.281	-5.500	9.552	
506230	7.622	-5.940	0.258	
506231	7.622	-5.830	0.258	
506232	7.622	-5.170	0.258	
506233	7.622	-5.050	0.253	
506234	7.600	-5.114	0.874	
507706	11.505	5.500	-1.589	
507707	11.505	5.980	-1.579	
507806	11.505	-5.500	-1.589	
507807	11.505	-5.980	-1.579	
507101	15.315	0.000	-1.439	
507102	15.315	1.250	-1.439	
507103	15.315	1.450	-1.439	
507104	15.315	4.620	-1.439	
507105	15.315	4.820	-1.452	
507106	15.315	5.500	-1.452	
507107	15.315	5.980	-1.442	
507108	15.310	5.995	-1.300	
507109	15.308	6.188	-1.246	
507110	15.269	10.099	-0.146	
507111	15.268	10.292	-0.092	
507112	15.219	11.025	1.304	
507113	15.221	8.480	1.253	
507114	15.220	6.011	1.279	
507115	15.223	5.950	1.191	
507116	15.223	5.830	1.191	
507117	15.223	5.168	1.175	
507118	15.220	5.094	1.259	
507119	15.245	3.856	0.559	
507120	15.245	2.225	0.559	
507121	15.245	0.976	0.559	
507122	14.922	5.900	9.816	
507123	14.922	5.500	9.826	
507130	15.246	5.940	0.532	
507131	15.246	5.830	0.532	
507132	15.246	5.170	0.532	
507133	15.246	5.050	0.527	
507134	15.224	5.114	1.148	
507201	15.315	0.000	-1.439	
507202	15.315	-1.250	-1.439	
507203	15.315	-1.450	-1.439	
507204	15.315	-4.620	-1.439	
507205	15.315	-4.820	-1.452	
507206	15.315	-5.500	-1.452	
507207	15.315	-5.980	-1.442	
507208	15.310	-5.995	-1.300	
507209	15.308	-6.188	-1.246	
507210	15.269	-10.099	-0.146	
507211	15.268	-10.292	-0.092	
507212	15.219	-11.025	1.304	
507213	15.221	-8.480	1.253	
507214	15.220	-6.011	1.279	
507215	15.223	-5.950	1.191	
507216	15.223	-5.830	1.191	
507217	15.223	-5.168	1.175	
507218	15.220	-5.094	1.259	
507219	15.245	-3.856	0.559	
507220	15.245	-2.225	0.559	
507221	15.245	-0.976	0.559	
507222	14.922	-5.900	9.816	
507223	14.922	-5.500	9.826	
507230	15.246	-5.940	0.532	
507231	15.246	-5.830	0.532	
507232	15.246	-5.170	0.532	
507233	15.246	-5.050	0.527	
507234	15.224	-5.114	1.148	
507306	15.714	5.500	-1.439	
507307	15.713	5.980	-1.429	
507406	15.714	-5.500	-1.439	
507407	15.713	-5.980	-1.429	
508506	15.914	5.500	-1.432	
508507	15.913	5.980	-1.422	
508606	15.914	-5.500	-1.432	
508607	15.913	-5.980	-1.422	
507322	16.666	5.900	9.875	
507323	16.665	5.500	9.885	
507422	16.666	-5.900	9.875	
507423	16.665	-5.500	9.885	
508522	16.865	5.900	9.882	
508523	16.865	5.500	9.892	
508622	16.865	-5.900	9.882	
508623	16.865	-5.500	9.892	
507312	18.932	11.025	1.430	
507313	18.933	8.480	1.379	
507314	18.935	6.011	1.330	
507318	18.933	5.094	1.385	
507319	18.957	3.856	0.685	
507320	18.957	2.225	0.685	
507321	18.957	0.976	0.685	
507335	18.933	5.206	1.389	
507412	18.932	-11.025	1.430	
507413	18.933	-8.480	1.379	
507414	18.935	-6.011	1.330	
507418	18.933	-5.094	1.385	
507419	18.957	-3.856	0.685	
507420	18.957	-2.225	0.685	
507421	18.957	-0.976	0.685	
507435	18.933	-5.206	1.389	
508706	19.125	5.500	-1.323	
508707	19.125	5.980	-1.313	
508512	19.431	11.025	1.447	
508513	19.433	8.480	1.396	
508514	19.435	6.011	1.346	
508518	19.433	5.094	1.402	
508519	19.457	3.856	0.702	
508520	19.457	2.225	0.702	
508521	19.457	0.976	0.702	
508535	19.433	5.206	1.405	
508806	19.125	-5.500	-1.323	
508807	19.125	-5.980	-1.313	
508612	19.431	-11.025	1.447	
508613	19.433	-8.480	1.396	
508614	19.435	-6.011	1.346	
508618	19.433	-5.094	1.402	
508619	19.457	-3.856	0.702	
508620	19.457	-2.225	0.702	
508621	19.457	-0.976	0.702	
508635	19.433	-5.206	1.405	
508101	22.935	0.000	-1.181	
508102	22.935	1.250	-1.181	
508103	22.935	1.450	-1.181	
508104	22.935	4.620	-1.181	
508105	22.935	4.820	-1.194	
508106	22.935	5.500	-1.194	
508107	22.935	5.980	-1.184	
508108	22.930	5.995	-1.041	
508109	22.928	6.188	-0.987	
508110	22.892	10.099	0.112	
508111	22.890	10.292	0.167	
508112	22.844	11.025	1.562	
508113	22.845	8.480	1.512	
508114	22.845	6.011	1.537	
508115	22.847	5.950	1.450	
508116	22.847	5.830	1.450	
508117	22.848	5.168	1.433	
508118	22.845	5.094	1.518	
508119	22.868	3.856	0.818	
508120	22.868	2.225	0.818	
508121	22.868	0.976	0.818	
508122	22.562	5.900	10.075	
508123	22.561	5.500	10.085	
508130	22.869	5.940	0.790	
508131	22.869	5.830	0.790	
508132	22.869	5.170	0.790	
508133	22.869	5.050	0.785	
508134	22.849	5.114	1.406	
508201	22.935	0.000	-1.181	
508202	22.935	-1.250	-1.181	
508203	22.935	-1.450	-1.181	
508204	22.935	-4.620	-1.181	
508205	22.935	-4.820	-1.194	
508206	22.935	-5.500	-1.194	
508207	22.935	-5.980	-1.184	
508208	22.930	-5.995	-1.041	
508209	22.928	-6.188	-0.987	
508210	22.892	-10.099	0.112	
508211	22.890	-10.292	0.167	
508212	22.844	-11.025	1.562	
508213	22.845	-8.480	1.512	
508214	22.845	-6.011	1.537	
508215	22.847	-5.950	1.450	
508216	22.847	-5.830	1.450	
508217	22.848	-5.168	1.433	
508218	22.845	-5.094	1.518	
508219	22.868	-3.856	0.818	
508220	22.868	-2.225	0.818	
508221	22.868	-0.976	0.818	
508222	22.562	-5.900	10.075	
508223	22.561	-5.500	10.085	
508230	22.869	-5.940	0.790	
508231	22.869	-5.830	0.790	
508232	22.869	-5.170	0.790	
508233	22.869	-5.050	0.785	
508234	22.849	-5.114	1.406	
509706	26.745	5.500	-1.071	
509707	26.745	5.980	-1.061	
509806	26.745	-5.500	-1.071	
509807	26.745	-5.980	-1.061	
509101	30.555	0.000	-0.935	
509102	30.555	1.250	-0.935	
509103	30.555	1.450	-0.935	
509104	30.555	4.620	-0.935	
509105	30.555	4.820	-0.948	
509106	30.555	5.500	-0.948	
509107	30.555	5.980	-0.938	
509108	30.550	5.995	-0.795	
509109	30.549	6.188	-0.741	
509110	30.514	10.099	0.359	
509111	30.512	10.292	0.413	
509112	30.468	11.025	1.809	
509113	30.470	8.480	1.758	
509114	30.469	6.011	1.784	
509115	30.472	5.950	1.696	
509116	30.472	5.830	1.696	
509117	30.472	5.168	1.680	
509118	30.470	5.094	1.764	
509119	30.492	3.856	1.065	
509120	30.492	2.225	1.065	
509121	30.492	0.976	1.065	
509122	30.201	5.900	10.322	
509123	30.201	5.500	10.332	
509130	30.493	5.940	1.037	
509131	30.493	5.830	1.037	
509132	30.493	5.170	1.037	
509133	30.493	5.050	1.032	
509134	30.473	5.114	1.653	
509201	30.555	0.000	-0.935	
509202	30.555	-1.250	-0.935	
509203	30.555	-1.450	-0.935	
509204	30.555	-4.620	-0.935	
509205	30.555	-4.820	-0.948	
509206	30.555	-5.500	-0.948	
509207	30.555	-5.980	-0.938	
509208	30.550	-5.995	-0.795	
509209	30.549	-6.188	-0.741	
509210	30.514	-10.099	0.359	
509211	30.512	-10.292	0.413	
509212	30.468	-11.025	1.809	
509213	30.470	-8.480	1.758	
509214	30.469	-6.011	1.784	
509215	30.472	-5.950	1.696	
509216	30.472	-5.830	1.696	
509217	30.472	-5.168	1.680	
509218	30.470	-5.094	1.764	
509219	30.492	-3.856	1.065	
509220	30.492	-2.225	1.065	
509221	30.492	-0.976	1.065	
509222	30.201	-5.900	10.322	
509223	30.201	-5.500	10.332	
509230	30.493	-5.940	1.037	
509231	30.493	-5.830	1.037	
509232	30.493	-5.170	1.037	
509233	30.493	-5.050	1.032	
509234	30.473	-5.114	1.653	
509306	30.954	5.500	-0.935	
509307	30.954	5.980	-0.925	
509406	30.954	-5.500	-0.935	
509407	30.954	-5.980	-0.925	
510506	31.154	5.500	-0.929	
510507	31.153	5.980	-0.919	
510606	31.154	-5.500	-0.929	
510607	31.153	-5.980	-0.919	
509322	31.945	5.900	10.375	
509323	31.944	5.500	10.385	
509422	31.945	-5.900	10.375	
509423	31.944	-5.500	10.385	
510522	32.145	5.900	10.381	
510523	32.144	5.500	10.391	
510622	32.145	-5.900	10.381	
510623	32.144	-5.500	10.391	
509312	34.181	11.025	1.922	
509313	34.183	8.480	1.871	
509314	34.184	6.011	1.822	
509318	34.182	5.094	1.877	
509319	34.204	3.856	1.178	
509320	34.204	2.225	1.178	
509321	34.204	0.976	1.178	
509335	34.182	5.206	1.881	
509412	34.181	-11.025	1.922	
509413	34.183	-8.480	1.871	
509414	34.184	-6.011	1.822	
509418	34.182	-5.094	1.877	
509419	34.204	-3.856	1.178	
509420	34.204	-2.225	1.178	
509421	34.204	-0.976	1.178	
509435	34.182	-5.206	1.881	
